Id	Type	Detail	Qualif	InfoSup	Mesure	materiaux	idQuartier	idRue	idBourg	idSeigneurie	idRedevance	TypeRedevance	Nature	echellemontant	Montant	Montant2	nbProprio	idproprio1	identite1	profession1	profession1bis	titre1	titre1bis	chargeecclesiastique1	statut1	idproprio2	identite2	profession2	profession2bis	titre2	titre2bis	chargeecclesiastique2	statut2	idproprio3	identite3	profession3	profession3bis	titre3	titre3bis	chargeecclesiastique3	statut3	idproprio4	identite4	profession4	profession4bis	titre4	titre4bis	chargeecclesiastique4	statut4
/BD_167	biendeclare	hospitium					7	9		1	167	cens		5	2 sol. 9 den. bon. tur. parv.		1	148	heredes peireti ortolani																														
/BD_168	biendeclare	hospitium					7	9		1	168	cens		3	12 den. bon. tur. parv.		1	154	margarita massana																														
/BD_169	biendeclare	hospitium					7	9		1	169	cens		5	3 sol. 10 den. bon. tur. parv.		1	155	cecilia radulfe			domina																											
/BD_170	biendeclare	hospitium					7	9		1	170	cens		2	6 den. bon. tur. parv.		1	155	cecilia radulfe			domina																											
/BD_171	biendeclare	2 hospitia contigua et unita et in unus hospitium reductus					7	97		1	171	cens		3	14 den. et 1 ob. bon. tur. parv.	10 sol. bon. tur. parv.	1	152	girardus guidaloti 	campsor  					habitator avinionis																								
/BD_172	biendeclare	hospitium					7	97		1	172	cens		2	6 den. bon. tur. parv.		1	156	heredes durandi isnardi																														
/BD_173	biendeclare	hospitium					7	97		1	173	cens		2	9 den. bon. tur. parv.	7 sol. bon. tur. parv.	1	154	margarita massana																														
/BD_174	biendeclare	hospitium					7	97		1	174	cens		3	12 den. bon. tur. parv.	7 sol. bon. tur. parv.	2	158	johanna uzole							157	florentius de sabulo	notarius		magister			habitator avinionis																
/BD_175	biendeclare	hospitium					7	97		1	175	cens		1	1 ob. tur. parv.		1	159	guillelmus furnerii	hostiarius porte ferri palatii domini nostri pape																													
/BD_176	biendeclare	hospitium					7	8		1	176	cens		2	1 den. bon. tur. parv.	20 sol. bon. tur. parv.	1	160	raimundus de salguis			reverendissimus in christo pater dominus		patriarcha antiochenus et episcopus agennensis																									
/BD_177	biendeclare	hospitium					7	8		1	177	cens		1	1 ob. bon. tur. parv.	6 sol. bon. tur. parv. 	1	160	raimundus de salguis			reverendissimus in christo pater dominus		patriarcha antiochenus et episcopus agennensis																									
/BD_178	biendeclare	hospitium					7	11		1	178	cens		2	1 den. bon. tur. parv.		1	32	catherine rascate																														
/BD_179	biendeclare	viridarium					7	11		1	179	cens		3	14 den. et 1 ob. bon. tur. parv.		1	161	johannes guiberti	mercator																													
/BD_180	biendeclare	hospitium et viridarium contigua et unitis					7	11		1	180	cens		2	4 den. bon. tur. parv.		1	162	heredes hugonis de sadone																														
/BD_181	biendeclare	hospitium					7	11		1	181	cens		1	1 ob. bon. tur. parv.		1	163	heredes rostagni nicolai																														
/BD_182	biendeclare	hospitium					7	9		1	182	cens		2	6 den. bon. tur. parv.		2	60	nicolaus de porta aurosa							59	franciscus de porta aqueria																						
/BD_183	biendeclare	hospitium cum curtis					7	9		1	183	cens		5	4 sol. bon. tur. parv.		1	164	agnes la cleda																														
/BD_184	biendeclare	hospitium					7	9		1	184	cens		2	9 den. et 1 ob. bon. tur. parv.		1	153	johannes de penna			domicellus																											
/BD_185	biendeclare	hospitium					7	9		1	185	cens		5	3 sol. bon. tur. parv.		1	165	amalricus urtice junior			domicellus																											
/BD_186	biendeclare	hospitium					7	9		1	186	cens		3	18 den. bon. tur. parv.		1	165	amalricus urtice junior			domicellus																											
/BD_187	biendeclare	hospitium	pulcrum			noviter de bonis quadris lapidum constructi	7	9		1	187	cens		5	4 sol. 6 den. bon. tur. parv.		1	91	timburgis vayrane																														
/BD_188	biendeclare	hospitium et curtis in quo ipse construxit et fecit fieri unum bonum puteum de novo					7	9		1	188	cens		3	16 den. et ob. bon. tur. parv.	4 sol. bon. tur. parv. 	1	152	girardus guidaloti 	campsor  					habitator avinionis																								
/BD_189	biendeclare	burguetus					7	97	22	1	189	cens		8	18 sol. 6 den. bon. tur. parv.	36 sol. bon. tur. parv. et antiquus	3	75	bernardus de rodesio	mercator		scutifer			familiaris et scutifer cardinalis bellifortis	75	bernardus de rodesio	mercator		scutifer			familiaris et scutifer cardinalis bellifortis	75	bernardus de rodesio	mercator		scutifer			familiaris et scutifer cardinalis bellifortis								
/BD_190	biendeclare	hospitium et viridarium contigua et unitis					7	97		1	190	cens		2	3 den. bon. tur. parv.		2	167	balthazar nuchi boni	mercator						166	gaspar nuchi boni 	mercator																					
/BD_191	biendeclare	hospitium					7	97		1	191	cens		5	3 sol. bon. tur. parv.	7 sol. bon. tur. parv. 	1	143	johannes rabasse			domicellus																											
/BD_192	biendeclare	hospitium					7	97		1	192	cens		4	21 den. bon. tur. parv.	10 sol. bon. tur. parv. 	1	98	heredes fratris johannis pascalis																														
/BD_193	biendeclare	hospitium	parvum				7	97		1	193	cens		2	6 den. bon. tur. parv.	2 sol. 25 sol. bon. tur. parv. 	1	98	heredes fratris johannis pascalis																														
/BD_194	biendeclare	hospitium et curtis	parvum				7	97		1	194	cens		5	2 sol. 11 den. et 1 ob. bon. tur. parv.		1	168	berengaria boerie																														
/BD_195	biendeclare	hospitium et viridarium contigua et unitis					7	97		1	195	cens		5	2 sol. bon. tur. parv.		1	169	petrus radulphi de segureto	licenciatus in legibus		dominus			civis avinionensis																								
/BD_196	biendeclare	hospitium et viridarium contigua et unitis					7	16		1	196	cens		5	3 sol7 den. tur. parv.		1	170	testa cresci de castello	notarius		magister																											
/BD_197	biendeclare	2 hospitia cum magnum platea	magnum et pulcrum				7	16		1	197	cens		6	6 sol. bon. tur. parv.	2 sol. 25 sol. bon. tur. parv. 	1	171	agnes de belloforti 																														
/BD_198	biendeclare	hospitium					7	16		1	198	cens		2	9 den. bon. tur. parv.		1	75	bernardus de rodesio	mercator		scutifer			familiaris et scutifer cardinalis bellifortis																								
/BD_199	biendeclare	2 hospitia contigua et sese tenentia					7	16		1	199	cens		5	4 sol. bon. tur. parv.	15 sol. bon. tur. parv. 	1	172	margarita de mairossio																														
/BD_200	biendeclare	hospitium					7	16		1	200	cens		3	18 den. bon. tur. parv.		1	173	leoneta milonis																														
/BD_201	biendeclare	burguetus					7	16		1	201	cens		6	8 sol. 4 den. et 1 picta bon. tur. parv.	24 sol. bon. tur. parv. 	1	174	ludovicus malivicini			domicellus																											
/BD_202	biendeclare	hospitium					7	16		1	202	cens		2	10 den. bon. tur. parv.		1	175	heredes mag. guidonis de mutina																														
/BD_203	biendeclare	hospitium					7	16		1	203	cens		5	2 sol. 8 den. bon. tur. parv.		1	168	berengaria boerie																														
/BD_204	biendeclare	hospitium cum puteo et viridarium					7	16		1	204	cens		3	18 den. bon. tur. parv.		1	176	heredes domini johannis dauronis																														
/BD_205	biendeclare	2 hospitia contigua et unita et in unus hospitium reductus cum puteo					7	16		1	205	cens		5	3 sol6 den. bon. tur. parv.		1	162	heredes hugonis de sadone																														
/BD_206	biendeclare	hospitium					7	16		1	206	cens		5	3 sol. bon. tur. parv.		3	177	matheus francisci							178	francisquetus francisci							179	anthonetus francisci														
/BD_207	biendeclare	hospitium					7	16		1	207	cens		5	3 sol. bon. tur. parv.	13 sol. bon. tur. parv. 	3	182	mirabella johannis							180	guillelmus johannis							181	johannes johannis filius marchi johannis														
/BD_208	biendeclare	hospitium	magnum et pulcrum				7	16		1	208	cens		5	2 sol. bon. tur. parv.		1	91	timburgis vayrane																														
/BD_209	biendeclare	hospitium cum magna platea sive curtis cum puteo					7	16		1	209	cens		2	10 den. bon. tur. parv.		1	183	lippa de viamager																														
/BD_210	biendeclare	hospitium	pulcrum				7	16		1	210	cens		3	15 den bon. tur. parv.		3	148	heredes peireti ortolani							184	catherina raynerii							226	heredes guillelmi ortolani														
/BD_211	biendeclare	hospitia contigua et unita et ad unus et idem hospitium reductus				noviter de bonis quadris lapidum constructi	7	16		1	211	cens		2	7 den. bon. tur. parv.		1	75	bernardus de rodesio	mercator		scutifer			familiaris et scutifer cardinalis bellifortis																								
/BD_212	biendeclare	hospitium					7	16		1	212	cens		2	3 den. bon. tur. parv.		1	185	johannes de sassono	sabaterius					habitator avinionis																								
/BD_213	biendeclare	hospitium					7	69		1	213	cens		2	3 den. bon. tur. parv.		1	186	jacobus albi																														
/BD_214	biendeclare	hospitium					7	69		1	214	cens		5	3 sol. bon. tur. parv.	12 sol. bon. tur. parv. 	2	187	mononus garnerii 	blanquerius						188	jacobus garnerii	blanquerius																					
/BD_215	biendeclare	hospitium					7	69		1	215	cens		3	15 den. bon. tur. parv.		1	189	bartholomea olivarie																														
/BD_216	biendeclare	hospitium	magnum et pulcrum				7	69		1	216	cens		3	20 den. bon. tur. parv.		1	32	catherine rascate																														
/BD_217	biendeclare	hospitium					7	18		1	217	cens			unus quartonus unus libr bona cere novus ponderis civium avinionensium	4 sol. bon. tur. parv. 	1	190	guillelmus bernardi	barbitonsor		magister																											
/BD_218	biendeclare	soli seu terreni cum edificio suo desuper facto quod quidem terrenum vulgariter dicitur pozaca					7		5	1	218	cens		1	3 ob. bon. tur. parv. de turonis		2	4	ludovicus blanchi 	campsor					civis avinionensis	5	johannes blanchi	campsor					civis avinionensis																
/BD_219	biendeclare	burguetus		plures domos et curtes seu viridaria continentis			7			1	219	cens		7	21 sol. et 4 den. et 1 ob. tur. parv.		1	112	guimetus abberti 	campsor																													
/BD_220	biendeclare	ortus			duas eminatas et sextam partem alterius eminate terre parum plus vel minus continentis		7			1	220	cens		2	4 den. bon. tur. parv.	6 sol. bon. tur. parv. 	1	191	arnaldus atti	ortolanus					habitator avinionis																								
/BD_221	biendeclare	ortus			duas eminatas et quartam partem alterius eminate terre parum plus vel minus continentis		7			1	221	cens		2	9 den. et ob. bon. tur. parv.		1	191	arnaldus atti	ortolanus					habitator avinionis																								
/BD_222	biendeclare	ortulus			mediam eminatam et decem dextros terre parum plus vel minus continentis		7			1	222	cens		3	12 den. bon. tur. parv.	2 sol. bon. tur. parv. 	1	191	arnaldus atti	ortolanus					habitator avinionis																								
/BD_223	biendeclare	domus et palherie	magne				7			1	223	cens		2	6 den. bon. tur. parv.		1	192	heredes domini audoyni episcopi ostiensis sacrosancte romane ecclesie cardinalis																														
/BD_224	biendeclare	logue	magne				7			1	224	cens		2	9 den. bon. tur. parv.		1	193	stephanus alberti			reverendissimus in christo pater et dominus		divina providentia tituli sancte marie in aquiro sacrosancte romane ecclesie diaconus cardinalis																									
/BD_225	biendeclare	domus et curtis contigua					7			1	225	cens		2	1 den. bon. tur. parv.		1	84	guillermus judicis	mercator 		scutifer																											
/BD_226	biendeclare	hospitium et logue contiguorum	pulcrum et magnum				7			1	226	cens		2	4 den. et 1 ob. tur. parv.		1	194	ramundis arnaldi de pratis			nobilis	dominus locorum de montepesato et de podio rupis caturcensis diocesis																										
/BD_227	biendeclare	hospitium	magnum			noviter de bonis quadris lapidum constructi	7			1	227	cens		1	1 ob. tur. parv.		1	195	stephanus de gruoys	lapicida		magister			habitator avinionis																								
/BD_228	biendeclare	hospitium					7			1	228	cens		2	7 den. et 1 ob. tur.parv.		1	196	nicolaus beti 	notarius		magister																											
/BD_229	biendeclare	domus et logua contigua et sese tenentia unita					7			1	229	cens		3	17 den. et 1 ob. tur. parv.		1	197	albertus rozii	jurisperitus	procurator	magister																											
/BD_230	biendeclare	hospitia et magazina et logua contigua et unita					7			1	230	cens		5	4 sol. et 4 den. bon. tur. parv.	12 sol. bon. tur. parv. 	1	196	nicolaus beti 	notarius		magister																											
/BD_231	biendeclare	hospitia et magazina contigua et unita					7			1	231	cens		5	3 sol. et 8 den. bon. tur. parv.		1	198	cardinalis ser neri	mercator vinorum					habitator avinionis																								
/BD_232	biendeclare	grangia cum logis et curtibus					7			1	232	cens		5	5 sol. bon. tur. parv.	20 sol. bon. tur. parv. 	1	113	guillelmus judicis			reverendissimus in christo pater et dominus		divina providentia tituli sancte marie in cosmedin sacrosancte romane ecclesie diaconus cardinalis																									
/BD_233	biendeclare	domus et logis contigua et unita					7			1	233	cens		5	5 sol. bon. tur. parv.		1	199	heredes bertrandi folcaudi alias capelherii																														
/BD_234	biendeclare	grangia cum domibus et logis sive curtibus et sese tenentibus					7			1	234	cens		5	2 sol. et 6 den. bon. tur. parv.		1	403	anglic grimoard			dominus		episcopus avinionis																									
/BD_235	biendeclare	hospitia et viridaria					7			1	235	cens		5	2 sol. et 9 den. bon. tur. parv.		1	200	jotus jacobi	speciarius 	apothecarius (sive)				habitator avinionis																								
/BD_236	biendeclare	hospitia et viridaria ac curtis					7			1	236	cens		5	3 sol. et 6 den. bon. tur. parv. et 1 eminam annone bone et receptibilis portatam		2	202	johannes meliorini	speciarius	apothecarius (sive)					201	agabitus meliorini	speciarius sive apothecarius	apothecarius (sive)																				
/BD_237	biendeclare	hospitia et magazina ac logua sive curtis et magne platee terre cum viridario et puteo					7			1	237	cens		20	1 eminam et partem alterius emine annone bone et receptibilis portandas ad granerium dicti domini episcopi et 10 den. bon. tur. parv.		1	203	heredes johannis nuci de campis florentini																														
/BD_238	biendeclare	domus et orti					7			1	238	cens		5	2 sol. et 6 den. bon. tur. parv.		1	204	heredes gilete durandi																														
/BD_239	biendeclare	ortum sive viridarium cum domo in introitu ipsius	magnum et pulcrum		sex eminatas et quartam partem alterius eminate terre parum plus vel minus continentem		7			1	239	cens					1	403	anglic grimoard			dominus		episcopus avinionis																									
/BD_240	biendeclare	ortolum					7			1	240	cens					1	403	anglic grimoard			dominus		episcopus avinionis																									
/BD_241	biendeclare	ortus	magnus et pulcherimus		11 eminatas terre parum plus vel minus continentis		7			1	241	cens		8	68 sol. bon.tur.parv. et 4 eminas annone bone et receptibilis ad mensuram et valorem sestarii avinionis et 2 capones bonos et pingues ac sufficientes	4 libras et 8 sol. bon.tur.parv. et 4 eminas annone bone et receptibilis ad men- suram et valorem predictos et 2 bonos capones pingues et sufficentes	1	119	guillermeta boerie																														
/BD_242	biendeclare	ortus	pulcrum		3 eminatas terre et octo dextros parum plus vel minus continentis cum domibus cum soleriis sibi contiguis et in dicto orto constructis		7			1	242	cens		20	8 eminas annone bone et receptiblis ad mensuram et valorem sestarii avinionis		1	205	johannes alvernhatii	corderius																													
/BD_243	biendeclare	hospitium et viridarium contiguorum et sese tenentium					7			1	243	cens		3	20 den. bon. tur. parv.		1	206	johannes de blauzaco			domicellus	condominus loci de blauzaco uticensis diocesis 																										
/BD_244	biendeclare	terre			5 eminate terre parum plus vel minus continentis, in qua terra sunt quedam domus sive hospitia cum multis et diversis logis et viridariis sive ortis contiguis et sese tenentibus		7			1	244	cens		7	14 sol. bon. tur. parv.		1	84	guillermus judicis	mercator 		scutifer																											
/BD_245	biendeclare	hospitium et viridarium contiguorum et sese tenentium					7			1	245	cens		6	7 sol. bon. tur. parv.		1	207	heredes mone bresse																														
/BD_246	biendeclare	2 hospitia contigua et unita et viridarium cum bono puteo					7			1	246	cens		5	3 sol. bon. tur. parv.		1	208	maragda brotoni																														
/BD_247	biendeclare	hospitium					7			1	247	cens		2	4 den.bon. tur. parv.	10 sol. bon. tur. parv.	1	209	guimeta guimonis																														
/BD_248	biendeclare	burguetus		multas et diversas domos et hospitia cum logis et viridariis contigua et sese tenentia continentis			7			1	248	cens		6	6 sol. et 7 den. bon. tur. parv.		0																																
/BD_249	biendeclare	hospitium					7			1	249	cens		3	12 den. bon. tur. parv.		2	5	johannes blanchi	campsor					civis avinionensis	4	ludovicus blanchi 	campsor					civis avinionensis																
/BD_250	biendeclare	hospitium et aliarum septem botigiarum, domorum sive hospitiorum et magazinorum	magnum			noviter de bonis quadris lapidum constructi	7			1	250	cens		5	2 sol. 6 den. et 1 ob. bon. tur. parv.		1	32	catherine rascate																														
/BD_251	biendeclare	hospitium cum magazinis contiguis					7			1	251	cens		3	12 den. bon. tur. parv.		1	211	jacobus martini	mercator	"alberguerius"""																												
/BD_252	biendeclare	hospitium					7			1	252	cens		2	8 den. bon tur parv.	12 sol. bon. tur. parv.	2	212	bertrandus bertreti 	tabernarius						213	dulcia furnerie																						
/BD_253	biendeclare	domus					7			1	253	cens		2	2 den. bon. tur parv.		2	4	ludovicus blanchi 	campsor					civis avinionensis	5	johannes blanchi	campsor					civis avinionensis																
/BD_254	biendeclare	domus					7			1	254	cens		2	2 den. bon. tur parv.		2	214	ludovicus amorachi							403	anglic grimoard			dominus		episcopus avinionis																	
/BD_255	biendeclare	domus et magazinus contigua et sese tenentia					7			1	255	cens		2	7 den. et 1 ob. tur. paev.		2	199	heredes bertrandi folcaudi alias capelherii							215	angelonus amorachi																						
/BD_256	biendeclare	loge et grangie contiguarum et sese tenentium					7			1	256	cens		3	15 den. ob. tur. parv.		1	216	egidius aycelini			reverendissimus in christo pater dominus		cardinalis tituli sancti martini in montibus sancte romane ecclesie presbyter 																									
/BD_257	biendeclare	hospitium et viridarium	pulcrum et magnum			noviter de bonis quadris lapidum constructi	7			1	257	cens		4	22 den. bon. tur. parv.		1	217	heredes benedicti andree																														
/BD_443	biendeclare	hospitium in quo est furnus panis					7	74		2	443	accensement		5	2 sol. bon. tur. 		1	26	rixendis lansa																														
/BD_444	biendeclare	2 hospitia contigua et sese tenentia					7	74		3	444	accensement			60 tur. grossos argenti de turonis cum o rotundo domini francie regis		1	684	gabrielus pelaprati	canabasserius																													
/BD_445	biendeclare	2 hospitia contigua et sese tenentia					7	74		4	445	accensement		8	17 sol. bon.tur.parv. 		2	351	heres andree de solo							154	margarita massana																						
/BD_446	biendeclare	hospitium					7	74		5	446	accensement		6	8 sol. bon.tur.parv. 		1	114	alaizeta salvatoris																														
/BD_447	biendeclare	domuncula sive stabulum cum solerio					7	8		6	447	accensement		2	2 den. bon. tur.parv. 		1	136	petrus geraldi 	macellarius porcorum																													
/BD_448	biendeclare	hospitium	magnum et pulcrum				7	13		6	448	accensement					1	262	petrus de serris	macellarius																													
/BD_449	biendeclare	hospitium cum platea magna et lata		in quoquidem hospitio facie- bat tinellum dominus cardinalis Morinensis sive de Toroana' qui in ipso inhabitabat dum Curia romana erat hic moram trahens in Avinione			7	12		7	449	accensement					1	353	sclarmonda pelaprate																														
/BD_450	biendeclare	hospitium					7	74		8	450	accensement		5	5 sol. tur. 		1	685	rostagnus nicolay	macellarius																													
/BD_451	biendeclare	hospitium					7	9		8	451	accensement		2	6 den. tur. 		1	153	johannes de penna			domicellus																											
/BD_452	biendeclare	hospitium	magnum et altum			noviter de bonis quadris lapidum constructi	7	9		8	452	accensement		2	4 den. et ob. et pictam tur.		1	153	johannes de penna			domicellus																											
/BD_453	biendeclare	hospitium					7	9		8	453	accensement		1	3 ob. tur.		1	260	jacobus reboli	canabasserius	mercator telarum																												
/BD_454	biendeclare	hospitium					7	8		9	454	accensement		5	3 sol. bon. tur. parv. antiq.		1	356	johannete de sadone																														
/BD_455	biendeclare	hospitium					7	8		9	455	accensement		3	12 den. bon.tur.parv. et antiq. 		1	357	girardete la cleda																														
/BD_456	biendeclare	hospitia et viridaria et orti contigua et sese tenentia			duas eminatas et mediam eminatam terre continentes		7			9	456	accensement					1	355	rostagnetus de mories			nobilis	domicellus																										
/BD_457	biendeclare	2 hospitia contigua et unita cum platea et puteo aque	magna et pulcra				7	10		11	457	accensement					2	59	franciscus de porta aqueria							60	nicolaus de porta aurosa																						
/BD_458	biendeclare	hospitium					7	11		11	458	accensement					1	358	heredes raimundi suffredi																														
/BD_459	biendeclare	hospitium	pulcrum et magnum			noviter de bonis quadris lapidum constructi	7	11		11	459	accensement					1	358	heredes raimundi suffredi																														
/BD_460	biendeclare	hospitium	magnum et pulcrum				7	11		12	460	accensement					1	161	johannes guiberti	mercator																													
/BD_461	biendeclare	hospitium	parvum			noviter de bonis quadris lapidum constructi	7	11		13	461	accensement					1	359	marita de cavallione																														
/BD_462	biendeclare	hospitium	bonum et pulcrum			noviter de bonis quadris lapidum constructi	7	10		14	462	accensement					1	360	marita brige			domina																											
/BD_463	biendeclare	hospitium					7	10		14	463	accensement					1	360	marita brige			domina																											
/BD_464	biendeclare	2 hospitia					7			15	464	accensement					1	361	raimundus dauronis			miles	condominus loci de Ronhonassio																										
/BD_465	biendeclare	hospitium	pulcrum et magnum				7			16	465	accensement					1	362	peiretus de sancto martiale																														
/BD_466	biendeclare	curtis sive logua					7		11	17	466	accensement		6	6 sol. et 9 den.tur. 		1	363	johannes guauterii																														
/BD_467	biendeclare	logua et curtis					7		11	17	467	accensement		6	6 sol. et 9 den. tur. 		1	364	petrus viventii	fozenerius																													
/BD_468	biendeclare	logua sive curte					7		11	17	468	accensement		6	9 sol. tur. 		1	365	johannes vitalis	fozenerius 	argentierius (sive)																												
/BD_469	biendeclare	logua					7		11	17	469	accensement		7	14 sol. et 6 den. tur. 		1	366	heredes antonii lebre																														
/BD_470	biendeclare	logua sive curtis					7		11	17	470	accensement		7	14 sol. tur. 		1	241	johannes boterii	cultor																													
/BD_471	biendeclare	hospitium					7		11	17	471	accensement		6	10 sol. tur. 		1	367	johannes textoris alias pascalis	tabernarius																													
/BD_472	biendeclare	hospitium					7		11	17	472	accensement		6	10 sol. tur. 		1	241	johannes boterii	cultor																													
/BD_473	biendeclare	logua sive curtis					7		11	17	473	accensement		7	12 sol. tur. 		1	368	petrus barnerii	affanator																													
/BD_474	biendeclare	hospitiolum sive domus parva					7		11	17	474	accensement					1	368	petrus barnerii	affanator																													
/BD_475	biendeclare	hospitium					7		11	17	475	accensement		6	6 sol. tur.		1	369	jacobus juliani	affanator 	molendinarius (sive)																												
/BD_476	biendeclare	hospitiolum					7		11	17	476	accensement		6	9 sol. tur. 		1	370	symoneta lo sartre																														
/BD_477	biendeclare	hospitium					7		11	17	477	accensement		5	4 sol. tur. 		1	371	johannes de savoya	ribayrerius																													
/BD_478	biendeclare	hospitium					7		11	17	478	accensement		6	6 sol. tur. 		1	372	guillermeta sabrana																														
/BD_479	biendeclare	2 hospitia contigua et sese tenentia					7		11	17	479	accensement		7	15 sol. tur. 		1	373	johannes petiti	macellarius porcorum																													
/BD_480	biendeclare	hospitium					7		11	17	480	accensement		7	15 sol. tur. 		1	374	stephaneta de laz fayssas	ortolana																													
/BD_481	biendeclare	hospitium					7		11	17	481	accensement		7	15 sol. tur. 		2	250	guillelmus catalani	palefrenarius						249	beatrix bermonde																						
/BD_482	biendeclare	2 hospitia contigua et sese tenentia					7		11	17	482	accensement		8	34 sol. tur. 		1	367	johannes textoris alias pascalis	tabernarius																													
/BD_483	biendeclare	hospitium					7		11	17	483	accensement		6	9 sol. tur. 		1	376	mingeta de narbona	mulier communis et publica																													
/BD_484	biendeclare	hospitium					7		11	17	484	accensement		6	10 sol. tur. 		1	377	johanneta de mers	mulier communis et publica																													
/BD_485	biendeclare	hospitium					7		11	17	485	accensement		5	5 sol. tur. 		1	378	colinetus sive nicolaus ramundi 	palefrenarius cardinalis guillelmi judicis																													
/BD_486	biendeclare	hospitium					7		11	17	486	accensement		5	5 sol. tur. 		1	379	johannes carbonelli	tabernarius	"mercator"""																												
/BD_487	biendeclare	hospitium					7		11	17	487	accensement		6	9 sol. tur. 		1	380	margarita la porceluda	mulier communis et publica																													
/BD_488	biendeclare	hospitium					7		11	17	488	accensement		7	12 sol. tur. 		1	381	huguetus lo bergonho 	furnerius																													
/BD_489	biendeclare	hospitium	amplum		a parte meridiei seu dicte transversie publice et transeuntis unum dextrum et medium seu duas cannas simplices		7		11	17	489	accensement					1	112	guimetus abberti 	campsor																													
/BD_490	biendeclare	hospitium					7		13	18	490	accensement					1	226	heredes guillelmi ortolani																														
/BD_491	biendeclare	hospitium					7		13	18	491	accensement		8	1 flor. auri de 24 sol. monete nunc in Avinione currentis 		2	382	mondonus de solerio	porterius 						383	anthoneta de solerio																						
/BD_492	biendeclare	hospitium	satis bonum			noviter de bonis quadris lapidum constructi	7		13	18	492	accensement		8	30 sol. tur. sive 2 flor. cum dimidio auri		1	384	bernardus de cobonibus	mercator 																													
/BD_493	biendeclare	3 hospitia contigua et sese tenentia					7		13	18	493	accensement		8	24 sol. tur. sive 2 flor. 		1	385	heredes mathee de rupemaura																														
/BD_494	biendeclare	2 hospitia et viridarium contigua et sese tenentia					7		13	18	494	accensement		8	1 flor. et medium auri		1	209	guimeta guimonis																														
/BD_495	biendeclare	logua sive viridarium					7		13	18	495	accensement		8	1 flor. auri		1	386	dominicus opinelli	tabernarius sive estivator botarum	estivator botarum (sive)																												
/BD_496	biendeclare	domus cum curte					7		13	18	496	accensement		8	16 sol. et 6 den. tur. 	15 sol. et 10 den. tur. 	2	212	bertrandus bertreti 	tabernarius						213	dulcia furnerie																						
/BD_497	biendeclare	domus					7		13	18	497	accensement		8	17 sol. tur. 		1	387	saurina radulphe 																														
/BD_498	biendeclare	hospitium et viridarium					7		13	18	498	accensement		8	17 sol. tur. 		1	388	micheal vergerii	estivator botarum					habitator avinionis																								
/BD_499	biendeclare	hospitium					7		13	18	499	accensement		8	18 sol. tur. 		1	388	micheal vergerii	estivator botarum					habitator avinionis																								
/BD_500	biendeclare	hospitium					7		13	18	500	accensement		8	20 sol. tur. 		1	389	catherina talonis																														
/BD_501	biendeclare	logua					7		13	18	501	accensement		8	1 flor. et medium auri		1	240	cathochius lori	speciarius					habitator avinionis																								
/BD_502	biendeclare	logua					7		13	18	502	accensement		8	18 sol. bon.tur. 		2	383	anthoneta de solerio							382	mondonus de solerio	porterius 																					
/BD_503	biendeclare	domus	magna	in qua reverendus pater dominus Gaufridus, nunc archiepiscopus Tholosanus, dum Curia romana in civitate Avinionensi residebat, tenebat paleas et fena pro animalibus suis			7		13	18	503	accensement		8	1 flor. auri 		1	390	filii et heredes domini gaucelmi de vayrolis																														
/BD_504	biendeclare	hospitium et retrocurtis					7		13	18	504	accensement		8	3 flor. auri 		2	4	ludovicus blanchi 	campsor					civis avinionensis	5	johannes blanchi	campsor					civis avinionensis																
/BND_801	biennondeclare	hospitium																26	rixendis lansa																														
/BND_802	biennondeclare	hospitium sive operatorium																79	jacobus descautii			domicellus																											
/BND_803	biennondeclare	hospitium																1024	hugonis vitalis	speciarius sive mercator																													
/BND_804	biennondeclare	hospitium																816	mabilia soquerie																														
/BND_805	biennondeclare	hospitium																1081	petrus regis	bladerius																													
/BND_806	biennondeclare	hospitium																19	ludovicus de moreriis			domicellus 																											
/BND_807	biennondeclare	hospitium		1326														1082	petrus blanchi	procurator																													
/BND_808	biennondeclare	hospitium		1327														765	guillelmus sabaterii							923	jacoba pellicerie																						
/BND_809	biennondeclare	hospitium		1333														1083	petrus de trulassio			burgensis																											
/BND_810	biennondeclare	hospitium		1328														32	catherine rascate																														
/BND_811	biennondeclare	hospitium		1329														36	perrina de campanino																														
/BND_812	biennondeclare	hospitium		1330														37	bartholomeus perrugueti	curaterius																													
/BND_813	biennondeclare	hospitium		1331														38	nicolaus grimaudi	campsor																													
/BND_814	biennondeclare	hospitium		1332														39	helizabeth de pabia																														
/BND_815	biennondeclare	hospitium																1083	petrus de trulassio			burgensis																											
/BND_816	biennondeclare	hospitium																1084	johannes guillelmi	barbitonsor sive barberius																													
/BND_817	biennondeclare	hospitium																743	ermescendis pelegrini																														
/BND_818	biennondeclare	hospitium																1085	heredes pontius terrassone																														
/BND_819	biennondeclare	hospitium		1346 ou 1347														75	bernardus de rodesio	mercator		scutifer																											
/BND_820	biennondeclare	curtis et hospitium		2610 ?														78	peiretus pontii																														
/BND_821	biennondeclare	hospitium																79	jacobus descautii			domicellus																											
/BND_822	biennondeclare	hospitium																1087	gaufride malbeque			domina																											
/BND_823	biennondeclare	hospitium																115	rostagnetus calvalherii																														
/BND_824	biennondeclare	hospitium																1089	heredes guillelmus laurenti																														
/BND_825	biennondeclare	hospitium																1091	heredes guillelmus descauti																														
/BND_826	biennondeclare	hospitium																1092	guillelmus oliverii																														
