"idIndividu","identite","prenom","nom","surnom","provVille","titre","profession","chargeEccl","sante","provDioc","statut","residence","titre2","profession2","identiteNorm","genre","provVilleT","titreT","titreTN","professionT","professionTN","chargeEcclT","chargeEcclTN","provDiocT","santeT","statutT","statutTN","titre2T","titre2TN","profession2T","profession2TN","decedeAvant","mention1","prenomTN","nomTN","nomDetail","professionCategorie","professionTheme","identification","dateChargeEccl"
9605,"johannete filie bertrandi de capreriis","johannete","de capreriis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,"nom du pere",NULL,NULL,"femme",NULL
9716,"bertholdus jaffre","bertholdus","jaffre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"homme",NULL
9717,"bileta ortolani","bileta","ortolani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"femme",NULL
9719,"dulcia uxore guillelmi boyssoni corraterii","dulcia","boyssoni",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,"nom du mari",NULL,NULL,"femme",NULL
9720,"hugonis auribelli","hugonis","auribelli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"homme",NULL
9732,"hugonus pelherii alias de burgus","hugonus","pelherii","de burgus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"homme",NULL
9735,"petrus gauffradi","petrus","gauffradi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"homme",NULL
9736,"johannes donelhiris","johannes","donelhiris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"homme",NULL
9739,"raymundus ayssoli","raymundus","ayssoli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"homme",NULL
9740,"petrus de turre","petrus","de turre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"homme",NULL
10235,"bermonda de nonay","bermonda","de nonay",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1349,NULL,NULL,NULL,NULL,NULL,"femme",NULL
1740,"johanneta ylhe","johanneta","ylhe",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1376,"jeannette","ylhe","nom du mari",NULL,NULL,"femme",NULL
7194,"marchese michaelis","marchese","michaelis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1360,"marchese","michaelis",NULL,NULL,NULL,"homme",NULL
1506,"angelus petri","angelus","petri",NULL,"senis",NULL,"caussaterius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme","sens",NULL,NULL,"chaussetier","chaussetier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"angel","petri",NULL,"metier de l habillement et de la chaussure","chaussure","homme",NULL
9224,"arnaud nouvel","arnaud","nouvel","cardinal blanc",NULL,NULL,NULL,"cardinal de sainte prisque 1310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,"cardinal de sainte prisque 1310","cardinal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1317,1317,"arnaud","nouvel",NULL,"clerge","clerge","homme",1310
9225,"pierre d arabloy","pierre","d arabloy",NULL,NULL,NULL,NULL,"cardinal de sainte suzanne 1316 eveque d ostie 1316",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,"cardinal de sainte suzanne 1316 eveque d ostie 1316","cardinal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1331,1331,"pierre","d arabloy",NULL,"clerge","clerge","homme",1316
4991,"johannes baceti","johannes","baceti",NULL,NULL,NULL,"pererius",NULL,NULL,"grationopolitan diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"lapicide","lapicide",NULL,NULL,"diocese de grenoble",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"jean","baceti",NULL,"metier de la construction","pierre","homme",NULL
2672,"johan benezet","johan","benezet",NULL,"vinho",NULL,"espaciare",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme","avignon",NULL,NULL,"epicier","epicier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1374,"jean","benezet",NULL,"marchand","negoce","homme",NULL
5094,"berengharia camolet","berengharia","camolet",NULL,NULL,NULL,NULL,NULL,NULL,"lingon diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de langres",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"berengere","camolet","nom du mari",NULL,NULL,"femme",NULL
5531,"perottus","perottus",NULL,NULL,NULL,NULL,"ciabaterius",NULL,NULL,"pictaven diocesis","cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"savetier","savetier",NULL,NULL,"diocese de poitiers",NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"perret",NULL,NULL,"metier de l habillement et de la chaussure","chaussure","homme",NULL
6145,"petrus de cormegia","petrus","de cormegia",NULL,NULL,NULL,NULL,NULL,NULL,"veneten diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"diocese de vannes",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"pierre","de cormegia",NULL,NULL,NULL,"homme",NULL
6530,"bertranda de mediolano","bertranda","de mediolano",NULL,NULL,"dom",NULL,NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"femme",NULL,"seigneur","seigneur",NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"bertrande","de milan","nom present",NULL,NULL,"femme",NULL
3326,"bertrandus de claromonte","bertrandus","de claromonte",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1255,"bertrand","de claromonte",NULL,NULL,NULL,"homme",NULL
7143,"katerina de trefort","katerina","de trefort",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"cortisiana",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"catherine","de trefort","nom du mari (decede)",NULL,NULL,"femme",NULL
7160,"laurentius barberius","laurentius",NULL,NULL,"de-venetiis",NULL,"barberi",NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"homme","venise",NULL,NULL,"barbier","barbier",NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"laurent",NULL,NULL,"metier de la sante","medecine","homme",NULL
7161,"laurentius bianciardi","laurentius","bianciardi",NULL,NULL,NULL,"calcettarius",NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"calcettarius","savetier",NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"laurent","bianciardi",NULL,"metier de l habillement et de la chaussure","chaussure","homme",NULL
7166,"laurentius de moutonibus","laurentius","de moutonibus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"laurent","de moutonibus",NULL,NULL,NULL,"homme",NULL
7173,"lisa masi mangerii","lisa","masi mangerii",NULL,NULL,"domina",NULL,NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"femme",NULL,"seigneure","dame",NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"lise","masi mangerii","nom du mari",NULL,NULL,"femme",NULL
7180,"loysius nicholai","loysius","nicholai",NULL,"de-florenti",NULL,"calcettarius",NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"homme","florence",NULL,NULL,"calcettarius","savetier",NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"louis","nicholai",NULL,"metier de l habillement et de la chaussure","chaussure","homme",NULL
7200,"margherita bidochiis","margherita","bidochiis",NULL,"de-florenti",NULL,NULL,NULL,NULL,NULL,"cortisiana",NULL,NULL,NULL,NULL,"femme","florence",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"marguerite","bedocii","nom du mari (decede)",NULL,NULL,"femme",NULL
7201,"margherita de abreduno","margherita","de abreduno",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"cortisiana",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"marguerite","de abreduno","nom du mari",NULL,NULL,"femme",NULL
7204,"margherita de clarone","margherita","de clarone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"marguerite","de clarone","nom present",NULL,NULL,"femme",NULL
7212,"margherita matharite","margherita","matharite",NULL,"viterbio",NULL,NULL,NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"femme","viterbe",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"marguerite","matharite","nom du mari (decede)",NULL,NULL,"femme",NULL
7215,"maria baronis","maria","baronis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"marie","baron","nom du mari (decede)",NULL,NULL,"femme",NULL
7217,"maria de troys","maria","de troys",NULL,"campania",NULL,NULL,NULL,NULL,NULL,"cortisiana",NULL,NULL,NULL,NULL,"femme","campanie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"marie","de troya","nom present",NULL,NULL,"femme",NULL
220,"girardus garsini","girardus","garsini",NULL,"avinione",NULL,"campsor",NULL,NULL,NULL,"citoyen d avignon 1384",NULL,NULL,NULL,"girard garsin","homme","avignon",NULL,NULL,"changeur","changeur",NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1363,"gerard","garsin",NULL,"metier de l argent","negoce","homme",NULL
7228,"masonetta de troya","masonetta","de troya",NULL,NULL,NULL,"affanatrix",NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,"femme manoeuvre","manoeuvre",NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"masonetta","de troya","nom present","homme de peine domestique","batiment","femme",NULL
7232,"mathea uxor johannes","mathea",NULL,NULL,NULL,NULL,"venditrix piscium",NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,"vendeur de poissons","poissonnier",NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"mathee",NULL,NULL,"metier de l alimentation","poisson","femme",NULL
7236,"matheus benini","matheus","benini",NULL,"de-florenti",NULL,"mercator",NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"homme","florence",NULL,NULL,"marchand","marchand",NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"mathieu","benini",NULL,"marchand","negoce","homme",NULL
7240,"matheus de sancto quintino","matheus","de sancto quintino",NULL,"vermendos",NULL,NULL,NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"homme","vermendos",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"mathieu","de sancto quintino",NULL,NULL,NULL,"homme",NULL
7219,"marinus luce","marinus","luce",NULL,NULL,NULL,"tabernari",NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"tavernier","tavernier",NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"marin","luce",NULL,"hoteliers taverniers","vin","homme",NULL
9663,"johannes de monticulo","johannes","de monticulo",NULL,NULL,NULL,NULL,"clericus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,"clerc","clerc",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,"clerge","clerge","homme",NULL
9664,"rolinus hubegue","rolinus","hubegue",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"homme",NULL
9741,"johannes scofferi","johannes","scofferi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385,NULL,NULL,NULL,NULL,NULL,"homme",NULL
9545,"domini radulphi de albraco","radulphus","de albraco",NULL,NULL,"dominus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,"seigneur","seigneur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"homme",NULL
9563,"magistri philippi morteti","philippus","morteti",NULL,NULL,"magister",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,"maitre","maitre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"homme",NULL
9588,"dominico gordini furnerio","gordinus","gordini",NULL,NULL,"dominus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,"seigneur","seigneur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"homme",NULL
9628,"dominus durandus giraudi","durandus","giraudi",NULL,NULL,"dominus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,"seigneur","seigneur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"homme",NULL
9636,"dominus raymundus bernardi","raymundus","bernardi",NULL,NULL,"dominus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,"seigneur","seigneur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"homme",NULL
9646,"domini roberti cabaneti","robertus","cabaneti",NULL,NULL,"dominus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,"seigneur","seigneur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"homme",NULL
9657,"nobilis dominus hugo de chalono","hugo","de chalono",NULL,NULL,"nobiles",NULL,NULL,NULL,NULL,NULL,NULL,"dominus",NULL,NULL,"homme",NULL,"noble","noble",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"seigneur","seigneur",NULL,NULL,NULL,1384,NULL,NULL,NULL,NULL,NULL,"homme",NULL
9381,"johannes audiberti","johannes","audiberti",NULL,NULL,NULL,"porterio domini nostri pape ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"portier du pape","portier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,"homme de peine domestique","domesticite","homme",NULL
9452,"magister johanne baltoffen","johannes","baltoffen alias de constan","constant",NULL,"magister","procuror",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,"maitre","maitre","procureur","procureur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,"metier du droit","droit","homme",NULL
9564,"magistri guillelmo de lathan marescalli equorum","magister","de lanthan",NULL,NULL,"magister","marescallus equorum",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,"maitre","maitre","marerchal ferrand","marechal ferrand",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1384,NULL,NULL,NULL,"metier consacre aux chevaux et au transport","chevaux","homme",NULL
93,"dulcia helie","dulcia","helie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"dulcia helis","femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"douce","helie","nom du pere",NULL,NULL,"femme",NULL
1664,"horabla goseti","horabla","goseti",NULL,"avinione",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"femme","avignon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,"horabla","goseti","nom du mari (second)",NULL,NULL,"femme",NULL
192,"heredes domini audoyni episcopi ostiensis sacrosancte romane ecclesie cardinalis",NULL,"audoyni",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"heredes domino audoyn episcopo ostiensis sacro-s-romane ecclesi cardinalis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,NULL,"audoyni",NULL,NULL,NULL,"heritier",NULL
5202,"matheus de meschon","matheus","de meschon",NULL,NULL,NULL,"affanator",NULL,NULL,"lugdun diocesis","civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"manoeuvre","manoeuvre",NULL,NULL,"diocese de lyon",NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"mathieu","de meschon",NULL,"homme de peine domestique","batiment","homme",NULL
2353,"bernardus scutiferi","bernardus","scutiferi",NULL,NULL,NULL,NULL,NULL,"quondam saint-pierre",NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386,1376,"bernard","scutiferi",NULL,NULL,NULL,"homme",NULL
5461,"johanna de bellna","johanna","de bellna",NULL,NULL,NULL,NULL,NULL,NULL,"ottun diocesis","cortisiana",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"jeanne ","de belna","nom present",NULL,NULL,"femme",NULL
6783,"guillelmus de guirre","guillelmus","de guirre",NULL,"burgundia",NULL,"ciabaterius",NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"homme","bourgogne",NULL,NULL,"savetier","savetier",NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"guillaume","de guirre",NULL,"metier de l habillement et de la chaussure","chaussure","homme",NULL
6837,"jacoba de bononia","jacoba","de bononia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"jacqueline","de bologne","nom present",NULL,NULL,"femme",NULL
7100,"johanneta","johanneta",NULL,NULL,NULL,NULL,"venditrix librorum",NULL,NULL,NULL,"cortisiana",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,"vendeur de livres","vendeur de livres",NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"jeannette",NULL,NULL,"marchand","ecrit","femme",NULL
7101,"johanneta alvernie","johanneta","alvernie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"cortisiana",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"jeannette","alvern","nom present",NULL,NULL,"femme",NULL
7119,"johannetta furnerii","johannetta","furnerii",NULL,NULL,"mag",NULL,NULL,NULL,NULL,"cortisiana",NULL,NULL,NULL,NULL,"femme",NULL,"maitre","maitre",NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"jeannette","fornier","nom du mari",NULL,NULL,"femme",NULL
7147,"katerina franchelli","katerina","franchelli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"cortisiana",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"catherine","franchelli","nom present",NULL,NULL,"femme",NULL
7244,"melina alias amaret","melina",NULL,"amaret",NULL,NULL,NULL,NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"melina",NULL,NULL,NULL,NULL,"homme",NULL
1366,"gauterius rigori","gauterius","rigori",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1371,"gauthier","rigori",NULL,NULL,NULL,"homme",NULL
7253,"michelettus de turris","michelettus","de turris",NULL,NULL,NULL,"sabatier",NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"savetier","savetier",NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"michelet","de la tour",NULL,"metier de l habillement et de la chaussure","chaussure","homme",NULL
7259,"mona arnauda","mona","arnauda",NULL,NULL,NULL,"sartrix",NULL,NULL,NULL,"cortisiana",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,"tailleuse","tailleur",NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"mone","arnaud","nom present","metier de l habillement et de la chaussure","textile","femme",NULL
7261,"mona de nemauso","mona","de nemauso",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"cortisiana",NULL,NULL,NULL,NULL,"femme",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"mone","de nemauso","nom du mari (decede)",NULL,NULL,"femme",NULL
7262,"mondonetus de salis alias imbard","mondonetus","de salis","imbard",NULL,NULL,"pessonerius",NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"poissonnier","poissonnier",NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"mondon","de salis",NULL,"metier de l alimentation","poisson","homme",NULL
7263,"mondonus oliverii","mondonus","oliverii",NULL,NULL,NULL,"mercator",NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"homme",NULL,NULL,NULL,"marchand","marchand",NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"mondon","oliverii",NULL,"marchand","negoce","homme",NULL
7275,"mononus raybaudi","mononus","raybaudi",NULL,"avin",NULL,NULL,NULL,NULL,NULL,"civis liber divisionis",NULL,NULL,NULL,NULL,"homme","avignon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"citoyen","citoyen",NULL,NULL,NULL,NULL,NULL,1371,"mononus","raybaudi",NULL,NULL,NULL,"homme",NULL
7278,"narduccius lapi de florentia","narduccius","de florentia",NULL,"de-florenti",NULL,"merceri",NULL,NULL,NULL,"cortisian",NULL,NULL,NULL,NULL,"homme","florence",NULL,NULL,"mercier","mercier",NULL,NULL,NULL,NULL,"courtisan","courtisan",NULL,NULL,NULL,NULL,NULL,1371,"narduccius","de florence",NULL,"marchand","textile","homme",NULL
